disease_slug,disease_name,category,symptom_code,symptom_label_en,symptom_label_km,weight,is_required,is_pathognomonic
crown-gall,Crown Gall,leaf,leaves_may_appear_normal_at_early_stage,Leaves may appear normal at early stage,ដំបូងៗស្លឹកមើលទៅធម្មតា,0.50,False,False
crown-gall,Crown Gall,leaf,yellowing_and_wilting_in_severe_cases,Yellowing and wilting in severe cases,ស្លឹកលឿង និងស្រពោននៅពេលធ្ងន់,0.50,False,False
crown-gall,Crown Gall,stem,swollen_tumor_like_growth_galls_near_base,Swollen tumor-like growth (galls) near base,មានដុំធំៗ (galls) នៅជិតគល់ដើម,0.50,False,False
crown-gall,Crown Gall,stem,stem_may_become_weak,Stem may become weak,ដើមអាចខ្សោយ,0.50,False,False
crown-gall,Crown Gall,root,galls_rough_hard_swellings_on_roots,"Galls (rough, hard swellings) on roots",មានដុំរឹងៗលើឫស,0.50,False,False
crown-gall,Crown Gall,root,roots_function_poorly,Roots function poorly,ឫសដំណើរការមិនល្អ,0.50,False,False
crown-gall,Crown Gall,head,head_becomes_small,Head becomes small,ក្បាលតូច,0.50,False,False
crown-gall,Crown Gall,head,reduced_seed_formation,Reduced seed formation,ការបង្កើតគ្រាប់មិនល្អ,0.50,False,False
crown-gall,Crown Gall,whole_plant,stunted_growth,Stunted growth,ក្រឹន,0.50,False,False
crown-gall,Crown Gall,whole_plant,poor_vigor,Poor vigor,រុក្ខជាតិខ្សោយ,0.50,False,False
crown-gall,Crown Gall,environment,warm,Warm,ក្តៅ,0.50,False,False
crown-gall,Crown Gall,environment,moist_soil,Moist soil,ដីសើម,0.50,False,False
crown-gall,Crown Gall,environment,wounded_plants_increase_infection,Wounded plants increase infection,របួសលើដំណាំធ្វើឲ្យឆ្លងងាយ,0.50,False,False
mosaic-virus,Mosaic Virus,leaf,light_and_dark_green_mosaic_pattern,Light and dark green mosaic pattern,មានពណ៌បៃតងស្រាល និងចាស់បញ្ចូលគ្នា (mosaic),0.50,False,False
mosaic-virus,Mosaic Virus,leaf,leaves_may_curl_or_distort,Leaves may curl or distort,ស្លឹកអាចកោង ឬ ប្រែទ្រង់ទ្រាយ,0.50,False,False
mosaic-virus,Mosaic Virus,leaf,yellow_patches_appear,Yellow patches appear,មានតំបន់ពណ៌លឿង,0.50,False,False
mosaic-virus,Mosaic Virus,stem,stunted_stem_growth,Stunted stem growth,ការលូតលាស់យឺត,0.50,False,False
mosaic-virus,Mosaic Virus,stem,may_become_weak,May become weak,ដើមអាចខ្សោយ,0.50,False,False
mosaic-virus,Mosaic Virus,head,smaller_flower_head,Smaller flower head,ក្បាលតូច,0.50,False,False
mosaic-virus,Mosaic Virus,head,poor_seed_development,Poor seed development,ការបង្កើតគ្រាប់មិនល្អ,0.50,False,False
mosaic-virus,Mosaic Virus,head,deformed_head,Deformed head,ក្បាលខូចទ្រង់ទ្រាយ,0.50,False,False
mosaic-virus,Mosaic Virus,whole_plant,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
mosaic-virus,Mosaic Virus,whole_plant,reduced_vigor,Reduced vigor,រុក្ខជាតិខ្សោយ,0.50,False,False
mosaic-virus,Mosaic Virus,environment,warm,Warm,ក្តៅ,0.50,False,False
mosaic-virus,Mosaic Virus,environment,spread_by_insects_aphids,Spread by insects (aphids),រាលដាលដោយសត្វល្អិត (aphids),0.50,False,False
mosaic-virus,Mosaic Virus,environment,field_with_infected_plants,Field with infected plants,មានដំណាំឆ្លងក្នុងវាល,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,leaf,yellow_rings_or_spots,Yellow rings or spots,មានរង្វង់ពណ៌លឿង ឬ ចំណុចលឿង,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,leaf,chlorotic_yellow_patterns,Chlorotic (yellow) patterns,មានលំនាំពណ៌លឿងលើស្លឹក,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,leaf,leaf_distortion,Leaf distortion,ស្លឹកបែកទ្រង់ទ្រាយ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,stem,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,stem,stem_may_be_weak,Stem may be weak,ដើមអាចខ្សោយ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,head,small_or_deformed_head,Small or deformed head,ក្បាលតូច ឬ ខូចទ្រង់ទ្រាយ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,head,poor_seed_formation,Poor seed formation,ការបង្កើតគ្រាប់មិនល្អ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,whole_plant,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,whole_plant,reduced_vigor,Reduced vigor,រុក្ខជាតិខ្សោយ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,environment,warm,Warm,ក្តៅ,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,environment,spread_by_nematodes_and_insects,Spread by nematodes and insects,រាលដាលដោយ nematodes និងសត្វល្អិត,0.50,False,False
tobacco-ring-spot-virus,Tobacco Ring Spot Virus,environment,infected_soil,Infected soil,ដីមានជំងឺ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,leaf,mosaic_pattern_light_and_dark_green,Mosaic pattern (light and dark green),មានលំនាំពណ៌បៃតងស្រាល និងចាស់ (mosaic),0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,leaf,yellow_patches,Yellow patches,មានតំបន់ពណ៌លឿង,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,leaf,leaves_may_curl_or_become_narrow,Leaves may curl or become narrow,ស្លឹកអាចកោង ឬ ស្តើង,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,stem,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,stem,weak_stem,Weak stem,ដើមខ្សោយ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,head,small_or_deformed_head,Small or deformed head,ក្បាលតូច ឬ ខូចទ្រង់ទ្រាយ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,head,poor_seed_formation,Poor seed formation,ការបង្កើតគ្រាប់មិនល្អ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,whole_plant,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,whole_plant,reduced_vigor,Reduced vigor,រុក្ខជាតិខ្សោយ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,environment,warm,Warm,ក្តៅ,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,environment,spread_by_aphids,Spread by aphids,រាលដាលដោយសត្វល្អិត aphids,0.50,False,False
cucumber-mosaic-virus,Cucumber Mosaic Virus,environment,presence_of_infected_plants,Presence of infected plants,មានដំណាំឆ្លងនៅជិត,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,leaf,yellow_mottling_chlorotic_patches,Yellow mottling (chlorotic patches),មានពណ៌លឿងច្របល់ (chlorotic mottling),0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,leaf,mosaic_pattern_on_leaves,Mosaic pattern on leaves,មានលំនាំ mosaic លើស្លឹក,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,leaf,leaves_may_curl_or_distort,Leaves may curl or distort,ស្លឹកអាចកោង ឬ ខូចទ្រង់ទ្រាយ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,stem,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,stem,weak_stem,Weak stem,ដើមខ្សោយ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,head,small_or_deformed_head,Small or deformed head,ក្បាលតូច ឬ ខូចទ្រង់ទ្រាយ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,head,poor_seed_development,Poor seed development,ការបង្កើតគ្រាប់មិនល្អ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,whole_plant,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,whole_plant,reduced_vigor,Reduced vigor,រុក្ខជាតិខ្សោយ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,environment,warm,Warm,ក្តៅ,0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,environment,spread_by_insect_vectors_aphids,Spread by insect vectors (aphids),រាលដាលដោយសត្វល្អិត (aphids),0.50,False,False
sunflower-chlorotic-mottle-virus,Sunflower Chlorotic Mottle Virus,environment,presence_of_infected_plants,Presence of infected plants,មានដំណាំឆ្លងនៅជិត,0.50,False,False
aster-yellows,Aster Yellows,leaf,yellowing_of_leaves_chlorosis,Yellowing of leaves (chlorosis),ស្លឹកលឿង (chlorosis),0.50,False,False
aster-yellows,Aster Yellows,leaf,leaves_may_become_small_and_narrow,Leaves may become small and narrow,ស្លឹកតូច និងស្តើង,0.50,False,False
aster-yellows,Aster Yellows,leaf,leaf_veins_may_remain_green,Leaf veins may remain green,សរសៃស្លឹកនៅតែបៃតង,0.50,False,False
aster-yellows,Aster Yellows,stem,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
aster-yellows,Aster Yellows,stem,abnormal_branching_bushy_appearance,Abnormal branching (bushy appearance),មានសាខាច្រើនខុសធម្មតា,0.50,False,False
aster-yellows,Aster Yellows,root,no_visible_symptoms,No visible symptoms,No visible symptoms,0.50,False,False
aster-yellows,Aster Yellows,head,green_deformed_flower_heads,"Green, deformed flower heads",ផ្កាប្រែជាពណ៌បៃតង និងខូចទ្រង់ទ្រាយ,0.50,False,False
aster-yellows,Aster Yellows,head,flowers_may_turn_leafy_phyllody,Flowers may turn leafy (phyllody),ផ្កាអាចប្រែក្លាយជាស្លឹក (phyllody),0.50,False,False
aster-yellows,Aster Yellows,head,poor_or_no_seed_formation,Poor or no seed formation,មិនបង្កើតគ្រាប់ ឬ បង្កើតតិច,0.50,False,False
aster-yellows,Aster Yellows,whole_plant,stunted_growth,Stunted growth,ការលូតលាស់យឺត,0.50,False,False
aster-yellows,Aster Yellows,whole_plant,yellowing_of_entire_plant,Yellowing of entire plant,ដំណាំលឿងទាំងស្រុង,0.50,False,False
aster-yellows,Aster Yellows,whole_plant,reduced_yield,Reduced yield,ទិន្នផលថយចុះ,0.50,False,False
aster-yellows,Aster Yellows,environment,warm,Warm,ក្តៅ,0.50,False,False
aster-yellows,Aster Yellows,environment,spread_by_leafhoppers,Spread by leafhoppers,រាលដាលដោយសត្វល្អិត leafhoppers,0.50,False,False
aster-yellows,Aster Yellows,environment,presence_of_infected_plants,Presence of infected plants,មានដំណាំឆ្លងនៅជិត,0.50,False,False
